,title,homesection,publishdate,pageviews,popularity
32490,Forklarer pludseligt FCK-exit: - Behøver ikke 100 millioner i banken,Intl. fodbold,2018-10-19 11:12:17 UTC,91290,1
3063,Rygter om affære: Stjerne benægter brud med kendisdatter,Golf,2018-09-14 22:12:44 UTC,241,0
26219,Tågen letter over de fjerntliggende markeder,Investor,2018-05-22 06:33:00 UTC,12,0
30883,V-profil om voldelig Christiania-video: Det bør undersøges,Dansk politik,2018-06-01 12:06:16 UTC,7365,0
7194,"Landmands-druk: Kørte traktor med promille på 2,35",112,2018-09-01 17:44:47 UTC,69,0
12802,Flypassager 'knust' af overvægtig sidemand: Nu er dommen faldet,Ferie,2018-11-30 21:58:03 UTC,22820,1
768,TV: Kunne intet gøre,Jyllandsyd,2018-09-26 22:32:43 UTC,41,0
19185,Der er en million til dig,Lederen,2018-10-21 06:00:00 UTC,10634,0
7301,Dreng og mand anholdt for uhyggeligt overgreb på Djursland,112,2018-08-11 11:00:29 UTC,344,0
7348,81-årig kvinde amok på bil foran Kvickly,112,2018-06-07 11:26:25 UTC,77453,1
34938,Peter Møllers plan: Jeg skal møde mit store forbillede,Landsholdsfodbold,2018-10-09 07:05:44 UTC,1617,0
5174,Idioti: Superband saboteret i Royal Arena,Koncert-anm.,2018-06-05 23:00:49 UTC,112462,1
32612,Sort skærm: FCK-fans kan blive snydt for Europa League-brag,Intl. fodbold,2018-08-21 20:58:18 UTC,46969,1
8631,To biler i sammenstød på motorvej,112,2018-11-12 17:24:07 UTC,12394,1
1969,Sejrede i målfattigt opgør,Sjællandmidt,2018-09-12 21:13:19 UTC,5,0
804,Legende saboteret på fynsk festival,Koncert-anm.,2018-05-31 23:52:04 UTC,102563,1
16398,Trump: Jeg vil hellere tale direkte med Frankrig om handel,Ritzau,2018-04-24 17:54:55 UTC,1,0
27656,Ældre jyde har ikke 800 kr i mønter: Overvejer afbud til konfirmation i Brønshøj,nationen,2018-05-31 17:06:55 UTC,70584,1
11219,CIA tippede tysk politi om giftsag: Anholdt er IS-tilhænger,112,2018-06-14 21:33:53 UTC,4952,0
21360,LIGE NU: DMI advarer om tæt tåge,Samfund,2018-11-08 05:16:40 UTC,31768,1
11769,Kriminalforsorgen renser ud i bandeafdelinger,112,2018-06-24 14:03:43 UTC,3330,0
28795,Riddersholms joke går viralt: Én kommentar er blevet et kæmpe hit,Superligaen,2018-11-18 09:06:45 UTC,110795,1
30528,Officielt: DR lukker og slukker for seks kanaler,Dansk politik,2018-09-18 10:07:52 UTC,273,0
22342,Usædvanlig retssag: Jettes el-allergi kostede hende jobbet,Samfund,2018-05-31 21:19:48 UTC,55690,1
15848,Vacciner skal hindre spredning af ebola i DRCongo,Ritzau,2018-05-20 16:07:21 UTC,1,0
21510,Jysk virksomhed går konkurs: Garanterede årsløn på over 500.000 kroner,Samfund,2018-11-25 19:02:48 UTC,209868,1
265,Ny prognose fra DMI: Varmerekord på tynd is,vejret,2018-08-06 18:51:05 UTC,149847,1
17365,OVERBLIK: Sådan er overenskomstforhandlingerne forløbet,Ritzau,2018-04-22 14:14:46 UTC,2,0
12808,Minister får bøde for at snakke i telefon på flyet,Ferie,2018-07-11 21:06:52 UTC,11242,0
26142,Red Bull sætter ilter F1-far i skammekrogen,Formel 1,2018-06-13 11:15:04 UTC,55185,1
28096,Rent bluff: Butikker hæver priserne før Black Friday,Teknologi,2018-11-21 11:30:59 UTC,71929,1
20836,96 procent af teenagedrenge gamer: Dét skal du være opmærksom på som forælder,Samfund,2018-06-14 14:47:00 UTC,35377,1
15626,Monsunregn koster snesevis af liv i Indien og Myanmar,Ritzau,2018-07-29 16:58:00 UTC,1,0
27637,Ond stemning på kontoret: Kolleger der ser landskamp burde fyres,nationen,2018-06-21 12:07:48 UTC,13123,1
1142,Solkæde får hug: Solarielys hjælper ikke på kræft,Sundhed,2018-05-18 21:34:32 UTC,72447,1
11349,Derfor blev Hovedbanegården evakueret: Terror-mistænkt flygtet,112,2018-08-02 13:00:35 UTC,139378,1
30466,Sådan kunne Britta forsvinde: Fik tre ugers forspring,Dansk politik,2018-10-12 17:02:35 UTC,166438,1
28088,Dyr og lækker: Her er Apples nye iPhone XS Max,Teknologi,2018-09-12 19:52:43 UTC,199,0
34271,Lagde græs til historisk comeback: De skal afholde CL-finale i 2020,Champions League,2018-05-24 15:55:07 UTC,6208,0
2112,TV: Afgjort på marginaler,Storkøbenhavn,2018-11-08 20:52:45 UTC,326,0
18343,Den eneste i verden: Djokovic sætter bemærkelsesværdig rekord,Tennis,2018-08-20 07:04:03 UTC,15356,1
616,Traditionsklub hyrer legende som træner,Championship,2018-06-15 14:47:25 UTC,25689,1
31850,Helmig klar til landsholdet,Danske kendte,2018-09-05 07:53:05 UTC,2,0
16379,FAKTA: Det vidste du ikke om Roskilde Festival,Ritzau,2018-06-30 17:12:16 UTC,3,0
6378,TV: Frederiksberg får guldmedaljer,Sjællandmidt,2018-11-21 13:31:34 UTC,372,0
5514,Fødevarekontrol hos Domino's: Skyller numse med sodavandsflaske,Kup,2018-10-09 21:16:55 UTC,215791,1
29889,Skød mand foran tattoo-butik: Fortsat jagt på gerningsmænd,New Articles,2018-04-23 22:37:30 UTC,93,0
405,Mark O. overvældet efter ny sejr: Alle har en holdning til mig,MMA,2018-09-23 13:35:15 UTC,64,0
35948,LIVE: Hektisk slutning giver norsk sejr på Champs-Élysées,Tour de france 2018,2018-07-29 17:06:17 UTC,26008,1
12818,Populær park rystet efter dyreangreb: Kvinde spiddet i hovedet af kronhjort,Ferie,2018-06-11 13:57:28 UTC,190163,1
2993,Nye detaljer om verdensmesters spritkørsel: Der var opkast i bilen,Tottenham,2018-09-12 17:52:27 UTC,15,0
10754,Anklager dummede sig: Dømt voldtægtsforbryder på fri fod,112,2018-06-21 13:28:50 UTC,28268,1
6914,Vild video: Surfer smadret af enorm bølge,Anden sport,2018-10-19 19:54:21 UTC,34352,1
27104,Stress-psykolog,ingemann,2018-11-09 20:00:00 UTC,26665,1
9917,Anklagemyndigheden kræver overskud fra PET-chefs bog,112,2018-09-12 14:33:30 UTC,11,0
27834,Danskere taber igen i Champions League,Håndbold,2018-11-18 15:45:10 UTC,1682,0
24149,Verdens ældste er død som 117-årig,Samfund,2018-04-22 05:21:29 UTC,4939,0
29782,Se den romantiske video: Sexet supermodel gift i intime omgivelser,Intl. kendte,2018-08-05 23:53:18 UTC,34473,1
3707,Karin Salling kan skrive Derbyhistorie,Trav,2018-08-12 10:15:14 UTC,1112,0
18968,Dansk cykeloptur fortsætter: Nyt flot resultat,Cykling,2018-04-29 15:45:18 UTC,26087,1
20379,Forsker: Trump-møde med Putin skaber panderynker i Nato,Politik,2018-06-28 18:05:47 UTC,3514,0
35151,Orkanen Michael fører til evakuering af 180.000 i Florida,Krig & katastrofer,2018-10-10 04:44:38 UTC,20992,1
22983,Kirkesogn kvitter Danske Bank ,Samfund,2018-10-15 17:22:22 UTC,32348,1
18867,Dansk komet tæskede verdenseliten: ‘Han er stadig bare en bonderøv’,Cykling,2018-04-08 09:39:32 UTC,11798,1
24252,Isobel raser efter kødfund i sin veganer-wrap,Samfund,2018-04-10 21:52:32 UTC,11581,1
32032,Så du 'Midt om natten' i tv? Her er replikken han igen og igen konfronteres med,Danske kendte,2018-10-16 07:18:37 UTC,193891,1
9511,Nu har Glistrup udstået sin straf: Don Ø venter stadig på afsoning,112,2018-08-15 07:07:03 UTC,51095,1
14759,Mange danskere får en skattelettelse uden at skulle gøre noget,Finans,2018-07-13 08:27:01 UTC,3484,0
12696,Stewardesser risikerer i højere grad at få kræft,Ferie,2018-06-28 15:20:18 UTC,7017,0
22046,Kører du uden ansvarsforsikring? Det kommer til at koste dig kassen,Samfund,2018-05-20 12:11:27 UTC,34478,1
26156,Efter Haas-eksperiment: Kevin går i Romains fodspor,Formel 1,2018-06-09 10:31:59 UTC,91887,1
25703,Største faktor for Haas' succes: Den japanske magiker,Formel 1,2018-07-06 09:35:19 UTC,44225,1
24930,Holdlæge: Marcelos rygskade kan være hotellets skyld,VM 2018,2018-06-28 20:43:04 UTC,1062,0
35786,Nu kan forskerne endelig forklare firkantet lort,Videnskab & teknik,2018-11-20 21:46:43 UTC,7427,0
20512,"Trumps pressesekretær beskyldt for 'fake news': - vildledende, uetisk og farligt",Samfund,2018-11-09 00:50:08 UTC,46807,1
24141,"Facebook inden ny høring: Nej, vi lytter ikke med på din mobil",Samfund,2018-04-11 15:18:42 UTC,5859,0
23480,Danmark sender Christina hjem: Nu er Casper alene med baby på to måneder,Samfund,2018-05-15 06:47:11 UTC,254248,1
3776,På vej mod VM-form? Nicolai Jørgensen scorer med hælen i sejr,Holland,2018-04-08 16:56:28 UTC,3893,0
9490,Mand onanerede foran 68-årig kvindes dør: Så fandt hun pistolen frem,112,2018-08-23 20:10:08 UTC,17190,1
29741,Verdensstjerne er næsten ikke til at genkende,Intl. kendte,2018-09-16 18:56:19 UTC,444,0
19696,Dræber-epidemien der kan vække USA's unge,Politik,2018-11-06 11:30:27 UTC,3069,0
31607,Tidligere topdommer og radio-vært i heftig Twitter-krig,Danske kendte,2018-10-01 13:28:40 UTC,31357,1
2483,Nye tal: Penge til infrastruktur kører uden om København,Håndværkeren,2018-09-18 15:22:44 UTC,6,0
5740,Black Friday er i gang: Sådan vinder du priskrigen,Tech,2018-11-23 06:34:17 UTC,751,0
12373,Nu kan du endelig få Ronaldos bil hjem i indkørslen ,Biler,2018-06-03 22:27:36 UTC,32454,1
21452,Motorvejsbro slår revner: Så slemt er det,Samfund,2018-04-21 17:56:08 UTC,154555,1
26920,Kom med indenfor: De 'sindssyges' hjem ,Tæt på,2018-04-27 20:09:41 UTC,8992,0
8423,Uhyggelig tiltale: Mindreårig groft voldtaget tre dage i træk,112,2018-09-11 07:07:51 UTC,43,0
1089,Voldsomme billeder: Adrian skal have fjernet svulst på fem kilo,Verden på vrangen,2018-07-30 13:55:03 UTC,26959,1
24067,Efterårsferien skydes i gang med et brag af en vejrudsigt,Samfund,2018-10-13 10:12:28 UTC,30283,1
20985,Det rene danske drikkevand er i fare,Samfund,2018-08-23 15:32:54 UTC,10569,0
32370,Kommende FCK-spiller ude på ubestemt tid ,FC København,2018-04-26 17:54:29 UTC,18525,1
14181,Lars Rebien bliver ny formand for Novofonden,Finans,2018-05-17 09:43:01 UTC,4,0
14706,Chef overraskede sine ansatte: Falck flytter fra Falck-Huset,Finans,2018-05-24 11:18:01 UTC,1803,0
16198,FAKTA: 1. maj er arbejdernes dag,Ritzau,2018-05-01 11:34:30 UTC,1,0
29160,Tab Hunter er død,Intl. kendte,2018-07-09 20:36:53 UTC,49347,1
33723,Presset Atlético Madrid redder sig i 11. time,Spansk fodbold,2018-11-10 20:44:04 UTC,710,0
32778,Caroline stolt af at være dansker: David er lidt træt af det,Sport og Spil,2018-05-28 10:22:54 UTC,17812,1
24348,Frygt breder sig i rohingya-lejr efter flere drab,Samfund,2018-08-18 21:52:21 UTC,1389,0
24736,Skulderklap før VM-finalen: Kæmpe hyldest til Danmark,VM 2018,2018-07-14 13:17:39 UTC,150405,1
33647,Handlen er på plads: Wass præsenteret i storklub,Spansk fodbold,2018-07-10 14:08:03 UTC,48809,1
13653,Dansker handler med familie og venners aktier: Henter nyt millionafkast,Finans,2018-05-20 14:28:01 UTC,1,0
718,Vanvittige scener: 13 spillere udvist i voldsorgie,Anden sport,2018-07-04 11:03:27 UTC,95849,1
7127,Politi massivt til stede i boligkvarter ,112,2018-04-16 17:21:21 UTC,62674,1
29075,Fakta: Debutanternes dag i Horsens,Superligaen,2018-07-22 11:54:31 UTC,15005,1
8614,Politiet rykker ud: Mand 'set med gevær' på stisystem,112,2018-11-18 20:36:56 UTC,82641,1
21693,Far afslører barnets køn - og starter skovbrand,Samfund,2018-11-28 14:06:43 UTC,137775,1
10503,Vild varme i vente: Her kan det blive 29 grader,112,2018-05-27 12:58:40 UTC,77974,1
10685,FBI i Indiana Jones-aktion: Jacuzzi og kørestol forvandlet til dødsfælder,112,2018-10-02 23:27:38 UTC,23871,1
243,Har du også rastløse ben? Det kan du gøre ved overset lidelse,Krop og træning,2018-10-03 14:01:58 UTC,11036,0
30219,Ny aftale på plads i nat: - Det er en stor glæde,Dansk politik,2018-04-28 03:17:28 UTC,93367,1
35469,Frankrig advarer Rusland og Syrien mod at begå krigsforbrydelser,Krig & katastrofer,2018-09-12 18:10:30 UTC,4,0
22148,Skrækbilleder: 46-årig mand har 18 kilo svulst på halsen,Samfund,2018-05-05 16:37:07 UTC,32202,1
10833,Unge piger angreb politiet med knytnæver og peberspray: Lyn-dom faldet,112,2018-09-22 16:32:38 UTC,71,0
7107,Nazister stormer frem i Sverige: - De har knækket koden ,112,2018-08-25 09:57:00 UTC,75468,1
7273,Svensk storgangster løsladt: 'Jeg angrer ingenting'  ,112,2018-08-01 14:58:54 UTC,59911,1
21504,Skovbrande kommer til at koste Sverige enorme summer,Samfund,2018-07-22 22:40:27 UTC,2785,0
23342,Uffes vandslange: Skræmmer pissende Distortion-gæster væk,Samfund,2018-05-30 20:57:30 UTC,160779,1
35859,Hattrick af Sagan - dansker i top ti ,Tour de france 2018,2018-07-20 17:51:16 UTC,29862,1
21916,Paraply-problemer på landingsbanen: Trump giver op,Samfund,2018-10-29 16:33:46 UTC,17767,1
23802,Tallet stiger: Endnu flere meget syge på dansk hotel,Samfund,2018-11-17 14:17:56 UTC,105300,1
25006,Han skal dømme Danmark-Kroatien,VM 2018,2018-06-29 22:12:33 UTC,9163,0
9139,Venezuela løslader amerikaner efter to års fængsel,112,2018-05-27 14:28:38 UTC,5517,0
5414,Den farlige Xanax-trend,Krop og træning,2018-06-30 20:16:22 UTC,12169,1
14738,Kryptopenge for 20 mia. dollars er væk,Finans,2018-07-06 07:53:03 UTC,22814,1
6238,TV: Snød værter for sejr,Sjællandmidt,2018-09-07 20:57:37 UTC,7,0
31424,Tidligere Fede Finn-sangerinde raser over morgenfrisk gadefejer ,Danske kendte,2018-11-17 09:57:55 UTC,121864,1
30030,thomas tester embed,New Articles,2018-04-30 14:53:45 UTC,130,0
19146,Ikke et posthus,Lederen,2018-04-28 06:00:00 UTC,10993,0
19897,Politikere om mobilforbud: Det er op til skolerne,Politik,2018-08-13 23:30:10 UTC,11983,1
22205,Andre end teologer skal kunne blive præster,Samfund,2018-09-10 20:49:48 UTC,3,0
25122,VM-feberen raser: Landsholdstrøjer bliver revet væk,VM 2018,2018-06-08 10:53:01 UTC,4620,0
3684,Stefans sundhedsordning opsagt: ’Det er en dårlig forretning for os’,Forbrug,2018-04-07 21:08:13 UTC,90315,1
27790,Dansk stjerne overfaldet og røvet: Det var en grim oplevelse ,Håndbold,2018-10-23 19:34:39 UTC,71731,1
16958,Netto fører an i indbringende år for Dansk Supermarked,Ritzau,2018-04-26 09:51:49 UTC,1,0
28279,OB-boss fastslår: Joshua John er ikke interessant ,Tipsbladet,2018-08-23 15:01:00 UTC,1,0
29928,VM18: Danmark Kroatien - Nedtakt analyse fra Rusland,New Articles,2018-07-02 07:15:34 UTC,1,0
15677,Ronaldo spiller ikke mod Real Madrid i træningskamp,Ritzau,2018-07-18 11:45:28 UTC,2,0
8321,Danmark frifindes i EU-sag ,112,2018-04-12 11:22:02 UTC,4804,0
21586,Laila fik p-afgift for tastefejl - nu har hun vundet sagen,Samfund,2018-10-09 06:48:50 UTC,22680,1
14471,Rigmand tjener millioner på populær netbutik,Finans,2018-07-17 09:53:01 UTC,731,0
23401,Skynd dig! Snart er det slut med danske jordbær,Samfund,2018-06-14 11:05:23 UTC,8347,0
28241,Messi: Min skattesag var en ordre fra Madrid,Tipsbladet,2018-06-10 11:46:00 UTC,1,0
2580,Midt i eksmandens deroute: Nu er fransk stjerne blevet gift,flash,2018-07-02 07:08:14 UTC,17208,1
34694,Ministre græd af glæde: Fodbold-miniput chokerer hele Europa,Landsholdsfodbold,2018-10-17 10:53:30 UTC,87535,1
12202,Mystisk bil set på p-plads: Er dette den stjålne luksus-Audi fra Jylland?,Biler,2018-05-19 08:35:58 UTC,89432,1
33582,Brutal udrensning i Barcelona: Ni mand kan være på vej ud,Spansk fodbold,2018-07-18 11:31:55 UTC,112251,1
27750,Mikkel anklaget for kvinde-skub: Nu har sagen taget en ny drejning,Håndbold,2018-08-01 18:02:06 UTC,94155,1
32525,Efter 14 år i trøjen: Landsholds-legende trækker sig tilbage ,Intl. fodbold,2018-07-17 11:20:59 UTC,68323,1
14629,"Nu kan banker afslører om kunderne lyver, når de vil låne.",Finans,2018-11-07 14:08:01 UTC,7,0
6515,Tilmeld jer nu - før det er for sent,Skolefodbold,2018-07-30 10:44:26 UTC,370,0
25371,Syv forseelser! Serberne klager over VM-dommer,VM 2018,2018-06-24 14:00:17 UTC,1167,0
35664,Snydt for Nobelpris: Nu vinder hun pris på 20 millioner,Videnskab & teknik,2018-09-08 08:12:08 UTC,10,0
10463,Røveri i Matas: Ekspedient truet med kniv,112,2018-08-07 20:02:51 UTC,19690,1
11088,Tiltalt for at lade 14-årig dø: Var ikke bekymret for ham,112,2018-09-21 23:21:31 UTC,300,0
29988,Trailer: 'A World Cup of Spies',New Articles,2018-06-01 16:28:32 UTC,1,0
35993,Tvivl om feltets største stjerne: Nu er der godt nyt,Tour de france 2018,2018-07-26 08:32:20 UTC,93379,1
8599,Mistænkt for brandstiftelse: Hjalp selv beboerne ud,112,2018-05-20 11:06:00 UTC,4576,0
33683,Lokal avis afslører: Storklub fører kampen om Daniel Wass,Spansk fodbold,2018-05-09 06:26:43 UTC,57084,1
700,Vestens vilde firepower: Så dyre var missilerne der ramte Syrien,Plus,2018-04-16 17:30:11 UTC,2717,0
32968,Fodboldlegende og nationalhelt måtte flygte fra landet: Nu sælger han kaffe i USA,Sport og Spil,2018-05-12 11:45:16 UTC,16197,1
25926,Kevins rival taler ud om Ferrari: - Der var forhandlinger,Formel 1,2018-08-19 17:25:47 UTC,51374,1
2843,Sådan får du myteorgasmen,Sex & samliv,2018-11-18 23:09:24 UTC,47762,1
1259,Modstanders stjerner hylder Liverpool-fan efter drabsforsøg,Liverpool,2018-05-01 22:37:13 UTC,16792,1
1638,Danske kvinder skriver historie,Golf,2018-07-14 22:13:09 UTC,7178,0
17443,Kommentator: Sass Larsen kan slippe afsted med mere end andre,Ritzau,2018-05-18 12:23:20 UTC,1,0
24954,Godt nyt til Danmark: Frankrig sparer stjernerne ,VM 2018,2018-06-24 20:57:14 UTC,20858,1
2119,Voldsom trailer: Trier slipper blodtørstig morder løs,Filmmagasinet,2018-05-14 16:49:20 UTC,34899,1
8905,Tourguide arresteret: Lavede båd-orgier med thai-piger,112,2018-06-19 22:17:52 UTC,155957,1
22936,Russisk ambassade: Meningsløst at blande sig i dansk valg,Samfund,2018-07-25 05:59:29 UTC,5611,0
30871,Hemmelige milliarddrenge med vild broplan: - Det kommer til at ske én dag,Dansk politik,2018-06-26 10:35:58 UTC,62579,1
30021,Studie: Trump og Kim Jung Un møde med Philip Christian Ulrich i studiet,New Articles,2018-06-11 15:32:59 UTC,39,0
914,TV: Mestrene fik hjælp af dommeren,Jyllandsyd,2018-10-03 18:50:06 UTC,444,0
26531,"Tillykke, Sverige! Genvinder VM efter kæmpe finale-drama ",Ishockey,2018-05-20 23:23:25 UTC,82584,1
6749,"6 ting du kender, hvis du er kærester med en fodboldfyr",Skolefodbold,2018-09-10 10:09:04 UTC,1,0
32394,Officielt: FCK sælger stjerne for 89 millioner,FC København,2018-07-24 19:24:43 UTC,39120,1
26196,Kapitalforvalter: Europas aktienedtur kan forklares med et toilet,Investor,2018-11-20 08:03:01 UTC,2,0
25518,Rønnows store million-gevinst: Femdobler Brøndby-lønnen,Brøndby,2018-04-17 12:26:09 UTC,73392,1
15565,FAKTA: Japan har milliardplus på handel med USA,Ritzau,2018-04-19 03:39:41 UTC,1,0
26008,Sladrehank: Verdensmester vil have stoppet ulovligt trick,Formel 1,2018-05-02 17:11:31 UTC,61565,1
27160,Hjemmeplejen,ingemann,2018-09-14 17:00:21 UTC,1169,0
6650,Nu fortæller Frederik om Henriks død,Danske kongelige,2018-05-20 13:43:25 UTC,150586,1
2310,TV: Klar til revanche-kamp,Sjællandnord,2018-11-22 16:29:12 UTC,566,0
533,Tidligere Superliga-profil i nyt overraskende skifte,Dansk fodbold,2018-06-29 22:41:07 UTC,62089,1
20300,Danske frømænd sendes til Middelhavet,Politik,2018-04-04 20:06:05 UTC,56314,1
4055,Golf-sexbomben slår til igen: Se det frække billede,Golf,2018-05-30 23:29:50 UTC,106507,1
7711,Tog på campingtur med små døtre: Familiefar skudt i telt,112,2018-06-26 16:43:20 UTC,97621,1
21709,Viral julereklame til 420 kr. efterlader seerne i tårer,Samfund,2018-11-23 19:15:39 UTC,69483,1
11768,Mand bjerget Nordsøen: Eftersøgt med helikopter,112,2018-05-20 16:26:00 UTC,25333,1
31460,Sexy mama i 'Vild med dans'-forvandling: Så meget har hun tabt sig  ,Danske kendte,2018-10-21 06:31:23 UTC,200110,1
34715,Historiske Danmark: Se tallene for verdens bedste defensiv,Landsholdsfodbold,2018-11-14 21:57:37 UTC,10465,0
31109,"Kolleger ryster på hovedet, men: Minister planlægger rejse til Putins VM-party",Dansk politik,2018-06-09 13:59:26 UTC,39412,1
29769,Weinstein i nye problemer: Nu risikerer han livstids-dom,Intl. kendte,2018-07-02 18:33:50 UTC,11608,1
26055,Formel 1-hold skifter navn og mister point,Formel 1,2018-08-24 06:38:08 UTC,54434,1
25918,Slut: God Haas-dag - igen 'best of the rest',Formel 1,2018-11-23 13:59:26 UTC,53919,1
5690,TV: Landsholdsspiller åbnede festen,Sjaellandsyd,2018-09-14 18:15:11 UTC,44,0
21007,Send din bedste vejrbilleder,Samfund,2018-06-09 15:29:02 UTC,3937,0
10294,Ville stoppe tyv - blev slæbt efter bil,112,2018-07-19 04:30:17 UTC,7427,0
2258,Guld-Viktor stormer videre: Men misser drømmefinale,Badminton,2018-04-28 16:13:15 UTC,18773,1
17201,Chelsea henter spansk målmandshåb på syvårig kontrakt,Ritzau,2018-08-09 00:19:50 UTC,1,0
10569,LIVE Tidligere efterforskningschef: - Politiet må lære at være skarpere,112,2018-09-28 15:33:04 UTC,10509,0
3331,"Sig det’ løgn, Luis",Konkurrencer,2018-04-18 14:19:49 UTC,583,0
34130,Gik amok på dommer i CL-drama: Nu får stjernen hård straf,Champions League,2018-06-05 17:38:31 UTC,2718,0
